plan_level,six_bay_block_id,area_no,six_bay_block_bays,six_bay_block_total_boxes,allocation_summary
small_six_bay_block,49-SB02,49,17|19|21|23|25|27,92,453250_S010|5;453250_S011|4;453250_S012|6;453250_S013|11;453250_S014|2;453250_S015|2;453308_S013|2;453308_S014|2;453308_S015|2;453308_S016|7;453308_S017|6;453412_S001|7;453412_S002|1;453412_S003|1;453412_S004|1;453412_S005|1;453412_S006|4;453412_S009|1;453412_S010|1;453412_S031|2;453412_S032|1;453412_S033|8;453412_S034|10;454549_S001|1;454549_S002|1;454549_S004|3
small_six_bay_block,49-SB03,49,29|31|33|35|37|39,47,453250_S016|1;453250_S017|1;453308_S026|2;453308_S028|1;453324_S009|1;453412_S011|2;453412_S017|6;453412_S021|2;453412_S023|5;453412_S029|1;453412_S033|1;453412_S034|1;453412_S035|9;453412_S038|1;454585_S012|1;454585_S022|1;454585_S030|1;454710_S022|1;454710_S031|3;454710_S032|6
small_six_bay_block,49-SB04,49,41|43|45|47|49|51,58,453250_S018|4;453250_S019|1;453250_S020|1;453324_S003|3;453324_S004|1;453324_S005|3;453324_S006|2;453412_S018|5;453412_S019|6;453412_S025|3;453412_S026|5;453412_S027|9;453412_S030|1;453412_S036|3;453412_S037|4;453412_S039|2;454549_S008|2;454710_S023|1;454710_S038|1;454710_S041|1
small_six_bay_block,49-SB05,49,53|55|57|59|61|63,48,453250_S021|4;453250_S022|2;453250_S023|2;453324_S007|1;453324_S008|1;453412_S012|20;453412_S020|1;453412_S022|1;453412_S024|4;453412_S028|4;453412_S033|6;454549_S007|1;454549_S009|1
small_six_bay_block,4A-SB01,4A,01|03|05|07|09|11,58,453388_S035|18;453388_S036|19;453388_S037|3;453416_S040|12;453416_S044|3;453416_S045|1;453416_S046|2
small_six_bay_block,4A-SB02,4A,13|15|17|19|21|23,30,453388_S038|2;453388_S039|3;453388_S040|1;453416_S035|24
small_six_bay_block,4A-SB03,4A,25|27|29|31|33|35,46,453388_S044|5;453416_S035|6;453416_S037|1;453416_S038|3;453416_S041|4;453416_S042|1;453416_S043|5;453416_S044|21
small_six_bay_block,4A-SB04,4A,37|39|41|43|45|47,38,453416_S030|10;453416_S031|9;453416_S032|3;453416_S039|9;453416_S044|5;453416_S046|2
small_six_bay_block,4A-SB05,4A,49|51|53|55|57|59,43,453388_S009|20;453416_S036|16;453416_S045|7
small_six_bay_block,59-SB02,59,13|15|17|19|21|23,1,454585_S005|1
small_six_bay_block,59-SB03,59,25|27|29|31|33|35,1,454585_S008|1
small_six_bay_block,59-SB04,59,37|39|41|43|45|47,3,454585_S010|1;454585_S023|2
small_six_bay_block,59-SB05,59,49|51|53|55|57|59,3,454585_S003|1;454585_S004|2
small_six_bay_block,5A-SB01,5A,01|03|05|07|09|11,98,453388_S004|18;453388_S005|2;453388_S006|5;453388_S007|2;453388_S008|5;453388_S009|56;453396_S017|2;454585_S038|8
small_six_bay_block,5A-SB02,5A,13|15|17|19|21|23,53,453388_S024|4;453388_S025|8;453388_S026|11;453388_S027|24;453388_S028|4;454585_S041|2
small_six_bay_block,5A-SB03,5A,25|27|29|31|33|35,26,453388_S029|1;453388_S030|4;453388_S031|1;453396_S002|1;453396_S003|2;453396_S004|5;453396_S005|3;453396_S006|1;453396_S007|3;453396_S008|1;453396_S009|1;454710_S025|1;454710_S040|2
small_six_bay_block,5A-SB04,5A,37|39|41|43|45|47,78,453388_S032|12;453388_S033|39;453388_S034|17;453388_S036|10
small_six_bay_block,5A-SB05,5A,49|51|53|55|57|59,20,453388_S044|2;453388_S045|1;453396_S021|5;453396_S022|1;454585_S036|5;454585_S039|2;454585_S042|2;454710_S024|1;454710_S039|1
small_six_bay_block,5A-SB06,5A,61|63|65|67|69|71,20,453396_S001|1;453416_S047|19
small_six_bay_block,5B-SB01,5B,01|03|05|07|09|11,3,453388_S023|3
small_six_bay_block,5B-SB04,5B,49|51|53|55|57|59,3,453388_S068|2;453388_S069|1
small_six_bay_block,69-SB01,69,01|03|05|07|09|11,13,453308_S018|4;453308_S019|1;454710_S001|1;454710_S002|1;454710_S021|5;454710_S035|1
small_six_bay_block,69-SB02,69,13|15|17|19|21|23,15,453308_S023|1;453308_S024|1;454710_S003|2;454710_S004|2;454710_S005|1;454710_S006|8
small_six_bay_block,69-SB03,69,25|27|29|31|33|35,37,453308_S017|7;453308_S030|1;453308_S031|1;453308_S032|2;453308_S033|2;453308_S034|2;454710_S007|3;454710_S008|2;454710_S014|12;454710_S028|4;454710_S037|1
small_six_bay_block,69-SB04,69,37|39|41|43|45|47,44,453308_S025|2;453308_S029|1;454710_S009|4;454710_S010|2;454710_S011|4;454710_S012|3;454710_S013|5;454710_S015|2;454710_S018|16;454710_S019|5
small_six_bay_block,69-SB05,69,49|51|53|55|57|59,40,453308_S020|1;453308_S021|1;453308_S022|3;454585_S009|3;454585_S011|3;454585_S023|2;454710_S020|5;454710_S026|7;454710_S027|4;454710_S029|1;454710_S030|4;454710_S033|1;454710_S034|3;454710_S042|2
small_six_bay_block,69-SB06,69,61|63|65|67|69|71,44,453308_S027|1;454585_S013|1;454585_S014|5;454585_S015|1;454585_S016|1;454585_S017|6;454585_S018|3;454585_S019|2;454585_S020|2;454585_S021|10;454710_S016|1;454710_S017|9;454710_S036|2
small_six_bay_block,79-SB01,79,01|03|05|07|09|11,54,453388_S009|14;453388_S010|18;453388_S056|2;453388_S057|1;453388_S062|1;453388_S063|1;453416_S048|3;453416_S049|14
small_six_bay_block,79-SB02,79,13|15|17|19|21|23,48,453388_S011|2;453388_S012|1;453388_S013|7;453388_S014|16;453388_S047|8;453388_S048|2;453388_S049|1;453388_S059|7;453388_S064|2;453416_S050|2
small_six_bay_block,79-SB03,79,25|27|29|31|33|35,58,453388_S014|18;453388_S052|24;453388_S054|2;453388_S055|12;453388_S064|2
small_six_bay_block,79-SB04,79,37|39|41|43|45|47,39,453388_S020|1;453388_S021|1;453388_S022|8;453388_S053|18;453388_S060|5;453388_S061|2;453388_S064|4
small_six_bay_block,79-SB05,79,49|51|53|55|57|59,20,453388_S045|12;453388_S046|5;453388_S064|3
small_six_bay_block,79-SB06,79,61|63|65|67|69|71,24,453388_S051|11;453388_S054|13
small_six_bay_block,89-SB01,89,13|15|17|19|21|23,18,453308_S001|1;453308_S002|5;453308_S004|5;453308_S005|2;453308_S006|1;453308_S007|4
small_six_bay_block,89-SB02,89,25|27|29|31|33|35,14,453352_S001|1;453352_S002|1;453352_S003|4;453352_S004|2;453396_S012|2;453396_S013|4
small_six_bay_block,89-SB03,89,37|39|41|43|45|47,9,453352_S005|2;453352_S006|1;453396_S011|5;453396_S014|1
small_six_bay_block,89-SB04,89,49|51|53|55|57|59,44,453308_S003|11;453308_S007|9;453308_S008|1;453308_S009|2;453308_S010|5;453308_S011|5;453308_S012|1;453308_S017|1;453396_S011|9
small_six_bay_block,89-SB05,89,61|63|65|67|69|71,4,453396_S010|1;453396_S011|3
small_six_bay_block,8A-SB01,8A,01|03|05|07|09|11,9,453388_S070|6;453388_S071|2;453388_S072|1
small_six_bay_block,8A-SB02,8A,13|15|17|19|21|23,15,453388_S064|13;453388_S067|2
small_six_bay_block,8A-SB03,8A,25|27|29|31|33|35,21,453388_S067|10;453396_S018|4;453396_S019|1;453396_S020|5;454585_S033|1
small_six_bay_block,8A-SB04,8A,37|39|41|43|45|47,15,453388_S065|15
small_six_bay_block,8A-SB05,8A,49|51|53|55|57|59,8,453396_S015|1;453396_S016|1;454585_S001|1;454585_S002|1;454585_S032|4
small_six_bay_block,8A-SB06,8A,61|63|65|67|69|71,17,453388_S066|14;453388_S067|3
